Full Name                bats  throws  weight  height
Johan Oviedo             R     R       245     77    
Juan Carlos Oviedo       R     R       195     74    
Luis Oviedo              R     R       250     77    
Bob Owchinko             L     L       190     74    
Henry Owens              R     R       230     75    
Henry Owens              L     L       220     78    
Jayhawk Owens            R     R       213     73    
Jerry Owens              L     L       195     75    
Paul Owens               R     R       190     75    
Rudy Owens               L     L       240     75    
Micah Owings             R     R       220     77    
Chris Oxspring           L     R       195     73    
Danny Ozark              R     R       195     74    
Marcell Ozuna            R     R       225     73    
John Pacella             R     R       195     75    
Cristian Pache           R     R       215     74    
Alex Pacheco             R     R       200     75    
Jordan Pacheco           R     R       200     73    
Pat Pacillo              R     R       205     74    
Jim Paciorek             R     R       203     75    
John Paciorek            R     R       200     74    
Tom Paciorek             R     R       215     76    
